@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

breast-cancer,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,257,29,21,8,0,72.413793,27.586207,0,0.210884,0.341873,0.465898,80.79956,100.665422,25.930469,32.731452,-6.800983,0.894154,1.128671,-0.234517,3.882862,0.133892,14.974129,0.95,19,0.777778,7,0.222222,2,0.05,1,0.730769,0.95,0.826087,0.261624,0.65,0.775585,0.724138,0.551916,0.448084,0.275862,0.710875,0.724138,0.673163,0.261624,0.65,0.696863,0.57971,0.724138,0.001,0.001,0,0,0,0,33098,31137,6285,96.551724,86.206897,?
breast-cancer,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,257,29,21,8,0,72.413793,27.586207,0,0.100775,0.329647,0.432427,80.232583,96.596486,24.707459,28.655616,-3.948157,0.851981,0.988125,-0.136143,4.340579,0.149675,17.567891,0.952381,20,0.875,7,0.125,1,0.047619,1,0.740741,0.952381,0.833333,0.136487,0.66369,0.839664,0.724138,0.646757,0.353243,0.275862,0.67433,0.724138,0.658621,0.136487,0.66369,0.747444,0.516667,0.724138,0.001,0,0,0,0,0,32962,31137,6285,96.551724,89.655172,?
breast-cancer,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,258,28,23,5,0,82.142857,17.857143,0,0.507042,0.270341,0.393335,65.254715,87.02491,24.187188,30.395904,-6.208716,0.863828,1.085568,-0.22174,8.109875,0.289638,33.52963,0.95,19,0.5,4,0.5,4,0.05,1,0.826087,0.95,0.883721,0.530791,0.76875,0.863536,0.821429,0.371429,0.628571,0.178571,0.818634,0.821429,0.807053,0.530791,0.76875,0.817129,0.749553,0.821429,0.001,0,0,0,0,0,33111,31246,6176,92.857143,82.142857,?
breast-cancer,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,258,28,22,6,0,78.571429,21.428571,0,0.322581,0.306529,0.398903,73.989692,88.256839,24.187188,19.438793,4.748396,0.863828,0.694243,0.169586,6.187553,0.220984,25.581944,1,20,0.75,6,0.25,2,0,0,0.769231,1,0.869565,0.438529,0.725,0.86898,0.785714,0.535714,0.464286,0.214286,0.835165,0.785714,0.735404,0.438529,0.725,0.807559,0.634783,0.785714,0.001,0,0,0,0,0,33151,31246,6176,100,89.285714,?
breast-cancer,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,258,28,18,10,0,64.285714,35.714286,0,0.054054,0.410689,0.493972,99.131809,109.29079,24.187188,34.308233,-10.121045,0.863828,1.225294,-0.361466,-0.776488,-0.027732,-3.21033,0.8,16,0.75,6,0.25,2,0.2,4,0.727273,0.8,0.761905,0.055048,0.603125,0.782121,0.642857,0.592857,0.407143,0.357143,0.614719,0.642857,0.62585,0.055048,0.603125,0.69452,0.52381,0.642857,0.001,0,0,0,0,0,33103,31246,6176,96.428571,92.857143,?
breast-cancer,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,258,28,20,8,0,71.428571,28.571429,0,0.243243,0.355613,0.421918,85.837701,93.348854,24.187188,20.826677,3.360511,0.863828,0.74381,0.120018,2.508107,0.089575,10.36957,0.85,17,0.625,5,0.375,3,0.15,3,0.772727,0.85,0.809524,0.247717,0.759375,0.897304,0.714286,0.489286,0.510714,0.285714,0.694805,0.714286,0.70068,0.247717,0.759375,0.819092,0.619048,0.714286,0,0.001,0,0,0,0,33079,31246,6176,100,94.642857,?
contact-lenses,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,21,3,2,1,0,66.666667,33.333333,0,0.5,0.197602,0.306999,44.460409,59.631623,5.526069,1.805119,3.72095,1.842023,0.601706,1.240317,3.72095,1.240317,67.334486,0,0,0,0,1,2,1,1,?,0,?,?,1,1,0.666667,0.166667,0.833333,0.333333,?,0.666667,?,?,1,1,?,0.666667,0,0,0,0,0,0,4821,3176,1934,100,55.555556,?
contact-lenses,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,21,3,3,0,0,100,0,0,1,0.228395,0.30032,51.388889,58.3342,5.526069,2.110477,3.415592,1.842023,0.703492,1.138531,3.415592,1.138531,61.808704,1,1,0,0,1,2,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4821,3176,1934,100,77.777778,?
contact-lenses,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,21,3,2,1,0,66.666667,33.333333,0,0.5,0.358025,0.431525,80.555556,83.819542,5.526069,3.969575,1.556494,1.842023,1.323192,0.518831,1.556494,0.518831,28.166381,1,1,0,0,1,2,0,0,1,1,1,1,1,1,0.666667,0.166667,0.833333,0.333333,?,0.666667,?,?,0.833333,0.777778,?,0.666667,0,0,0,0,0,0,4821,3176,1934,100,88.888889,?
contact-lenses,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,21,3,3,0,0,100,0,0,1,0.251242,0.343711,56.529374,66.762446,5.526069,2.378854,3.147215,1.842023,0.792951,1.049072,3.147215,1.049072,56.952146,1,1,0,0,1,2,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4821,3176,1934,100,66.666667,?
contact-lenses,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,22,2,1,1,0,50,50,0,0,0.271386,0.328826,92.518101,105.543361,1.673003,1.672771,0.000231,0.836501,0.836386,0.000116,0.040347,0.020174,2.411669,?,0,0,0,1,2,?,0,?,?,?,?,?,?,0.5,?,?,0.5,1,0.5,0.666667,?,?,1,0.666667,0.5,0,0,0,0,0,0,4890,3245,1865,100,83.333333,?
contact-lenses,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,22,2,2,0,0,100,0,0,1,0.076696,0.120475,26.14642,38.669029,1.673003,0.370209,1.302794,0.836501,0.185104,0.651397,1.302794,0.651397,77.871604,?,0,0,0,1,2,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0,0,0,0,0,4890,3245,1865,100,50,?
contact-lenses,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,22,2,2,0,0,100,0,0,1,0.076696,0.120475,26.14642,38.669029,1.673003,0.370209,1.302794,0.836501,0.185104,0.651397,1.302794,0.651397,77.871604,?,0,0,0,1,2,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0,0,0,0,0,4890,3245,1865,100,50,?
contact-lenses,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,22,2,2,0,0,100,0,0,1,0.175824,0.210997,59.94006,67.72367,1.673003,0.883411,0.789592,0.836501,0.441705,0.394796,0.789592,0.394796,47.196081,?,0,0,0,1,2,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0,0,0,0,0,4882,3245,1865,100,66.666667,?
contact-lenses,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,22,2,0,2,0,0,100,0,0,0.466077,0.514696,158.889783,165.202304,1.673003,3.624943,-1.95194,0.836501,1.812471,-0.97597,-1.307807,-0.653904,-78.17126,?,0,0.5,1,0.5,1,?,0,0,?,?,?,?,?,0,?,?,1,?,0,?,?,?,1,?,0,0,0,0,0,0,0,4890,3245,1865,100,100,?
contact-lenses,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,22,2,2,0,0,100,0,0,1,0.095238,0.149601,23.809524,32.389632,3.058894,0.473767,2.585127,1.529447,0.236883,1.292564,2.585127,1.292564,84.51183,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4882,3245,1865,100,50,?
german_credit,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,73,27,0,73,27,0,0.296875,0.323464,0.474827,76.982749,103.615785,88.129157,187.959405,-99.830248,0.881292,1.879594,-0.998302,16.861476,0.168615,19.132687,0.871429,61,0.6,18,0.4,12,0.128571,9,0.772152,0.871429,0.818792,0.305381,0.657619,0.777868,0.73,0.458571,0.541429,0.27,0.711935,0.73,0.714331,0.305381,0.657619,0.674451,0.64469,0.73,0.001,0.014,0,0.015625,0,15.625,183820,181623,24023,87,72,?
german_credit,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,68,32,0,68,32,0,0.139785,0.333457,0.480641,79.360935,104.88442,88.129157,173.324634,-85.195477,0.881292,1.733246,-0.851955,13.357527,0.133575,15.156762,0.857143,60,0.733333,22,0.266667,8,0.142857,10,0.731707,0.857143,0.789474,0.14768,0.651905,0.782389,0.68,0.55619,0.44381,0.32,0.645528,0.68,0.652632,0.14768,0.651905,0.664831,0.561404,0.68,0,0.013,0,0.015625,0,15.625,183820,181623,24023,89,73,?
german_credit,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,74,26,0,74,26,0,0.356436,0.320133,0.461795,76.19002,100.771845,88.129157,168.49883,-80.369673,0.881292,1.684988,-0.803697,17.699348,0.176993,20.083419,0.842857,59,0.5,15,0.5,15,0.157143,11,0.797297,0.842857,0.819444,0.358196,0.698571,0.801694,0.74,0.397143,0.602857,0.26,0.731185,0.74,0.734325,0.358196,0.698571,0.704071,0.677579,0.74,0.001,0.013,0,0.015625,0,15.625,183820,181623,24023,89,74,?
german_credit,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,75,25,0,75,25,0,0.362245,0.326795,0.442163,77.775478,96.487783,88.129157,132.330966,-44.201809,0.881292,1.32331,-0.442018,16.863797,0.168638,19.13532,0.871429,61,0.533333,16,0.466667,14,0.128571,9,0.792208,0.871429,0.829932,0.368162,0.714286,0.812446,0.75,0.411905,0.588095,0.25,0.737154,0.75,0.739443,0.368162,0.714286,0.711637,0.679117,0.75,0.001,0.013,0,0.015625,0,15.625,183820,181623,24023,93,79.5,?
german_credit,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,68,32,0,68,32,0,0.223301,0.370096,0.493201,88.080949,107.625191,88.129157,179.756284,-91.627127,0.881292,1.797563,-0.916271,5.95791,0.059579,6.760431,0.785714,55,0.566667,17,0.433333,13,0.214286,15,0.763889,0.785714,0.774648,0.223565,0.604524,0.747564,0.68,0.460952,0.539048,0.32,0.674008,0.68,0.676736,0.223565,0.604524,0.637738,0.611462,0.68,0.001,0.013,0,0.015625,0,15.625,183820,181623,24023,89,78.5,?
german_credit,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,71,29,0,71,29,0,0.228723,0.323464,0.470131,76.982749,102.590955,88.129157,170.327037,-82.197879,0.881292,1.70327,-0.821979,16.032469,0.160325,18.192014,0.871429,61,0.666667,20,0.333333,10,0.128571,9,0.753086,0.871429,0.807947,0.239188,0.658571,0.779467,0.71,0.505238,0.494762,0.29,0.685055,0.71,0.688012,0.239188,0.658571,0.678242,0.608055,0.71,0,0.014,0,0.015625,0,15.625,183820,181623,24023,89,73,?
german_credit,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,73,27,0,73,27,0,0.325,0.313472,0.442152,74.604563,96.485349,88.129157,130.821192,-42.692034,0.881292,1.308212,-0.42692,18.696227,0.186962,21.214575,0.842857,59,0.533333,16,0.466667,14,0.157143,11,0.786667,0.842857,0.813793,0.327569,0.724286,0.821224,0.73,0.420476,0.579524,0.27,0.718667,0.73,0.722382,0.327569,0.724286,0.721804,0.661442,0.73,0.001,0.011,0,0.015625,0,15.625,183820,181623,24023,93,76.5,?
german_credit,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,77,23,0,77,23,0,0.425,0.286825,0.431975,68.262735,94.264679,88.129157,142.946989,-54.817831,0.881292,1.42947,-0.548178,25.112469,0.251125,28.495074,0.871429,61,0.466667,14,0.533333,16,0.128571,9,0.813333,0.871429,0.841379,0.42836,0.736905,0.821206,0.77,0.365238,0.634762,0.23,0.761333,0.77,0.763511,0.42836,0.736905,0.740317,0.711599,0.77,0,0.011,0,0.015625,0,15.625,183820,181623,24023,91,72.5,?
german_credit,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,77,23,0,77,23,0,0.388298,0.30681,0.429416,73.019106,93.7063,88.129157,127.993786,-39.864628,0.881292,1.279938,-0.398646,21.523632,0.215236,24.422828,0.914286,64,0.566667,17,0.433333,13,0.085714,6,0.790123,0.914286,0.847682,0.406063,0.727857,0.817676,0.77,0.422381,0.577619,0.23,0.75835,0.77,0.752561,0.406063,0.727857,0.724487,0.689147,0.77,0,0.011,0,0,0,0,183820,181623,24023,93,77.5,?
german_credit,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,900,100,77,23,0,77,23,0,0.413265,0.286825,0.426808,68.262735,93.137011,88.129157,133.716301,-45.587144,0.881292,1.337163,-0.455871,25.112469,0.251125,28.495074,0.885714,62,0.5,15,0.5,15,0.114286,8,0.805195,0.885714,0.843537,0.420016,0.735,0.819479,0.77,0.384286,0.615714,0.23,0.759289,0.77,0.760288,0.420016,0.735,0.741514,0.704788,0.77,0.001,0.01,0,0.015625,0,15.625,183820,181623,24023,92,73.5,?
pima_diabetes,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,61,16,0,79.220779,20.779221,0,0.565891,0.298895,0.431366,65.697381,90.399802,71.9683,108.97154,-37.00324,0.934653,1.415215,-0.480562,25.458876,0.330635,35.375125,0.78,39,0.185185,5,0.814815,22,0.22,11,0.886364,0.78,0.829787,0.573542,0.792222,0.842678,0.792208,0.197393,0.802607,0.207792,0.809327,0.792208,0.795966,0.573542,0.792222,0.758858,0.78156,0.792208,0,0.004,0,0.015625,0,15.625,73012,71247,9233,90.909091,75.324675,?
pima_diabetes,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,55,22,0,71.428571,28.571429,0,0.412621,0.337819,0.465144,74.252788,97.478509,71.9683,116.719127,-44.750827,0.934653,1.515833,-0.58118,17.903297,0.23251,24.876643,0.7,35,0.259259,7,0.740741,20,0.3,15,0.833333,0.7,0.76087,0.422368,0.744815,0.822463,0.714286,0.273545,0.726455,0.285714,0.741497,0.714286,0.720297,0.422368,0.744815,0.718179,0.703015,0.714286,0,0.003,0,0,0,0,73012,71247,9233,90.909091,77.272727,?
pima_diabetes,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,53,24,0,68.831169,31.168831,0,0.265501,0.329169,0.468221,72.351587,98.123377,71.9683,116.378583,-44.410283,0.934653,1.51141,-0.576757,18.307844,0.237764,25.438761,0.84,42,0.592593,16,0.407407,11,0.16,8,0.724138,0.84,0.777778,0.273835,0.718148,0.786352,0.688312,0.440904,0.559096,0.311688,0.673227,0.688312,0.672752,0.273835,0.718148,0.69722,0.628019,0.688312,0,0.003,0,0,0,0,73012,71247,9233,90.909091,74.675325,?
pima_diabetes,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,60,17,0,77.922078,22.077922,0,0.465059,0.242673,0.398319,53.339571,83.474308,71.9683,84.085864,-12.117564,0.934653,1.092024,-0.157371,32.676527,0.42437,45.404055,0.94,47,0.518519,14,0.481481,13,0.06,3,0.770492,0.94,0.846847,0.495702,0.814074,0.840896,0.779221,0.357739,0.642261,0.220779,0.785222,0.779221,0.761921,0.495702,0.814074,0.79496,0.725749,0.779221,0,0.004,0,0,0,0,73012,71247,9233,93.506494,68.831169,?
pima_diabetes,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,60,17,0,77.922078,22.077922,0,0.51102,0.285921,0.422922,62.845579,88.630221,71.9683,98.782025,-26.813725,0.934653,1.282883,-0.34823,26.830379,0.348446,37.28083,0.84,42,0.333333,9,0.666667,18,0.16,8,0.823529,0.84,0.831683,0.511231,0.788889,0.830041,0.779221,0.272554,0.727446,0.220779,0.777517,0.779221,0.778231,0.511231,0.788889,0.756726,0.755464,0.779221,0,0.003,0,0,0,0,73012,71247,9233,92.207792,74.025974,?
pima_diabetes,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,48,29,0,62.337662,37.662338,0,0.165857,0.363768,0.512319,79.956393,107.364872,71.9683,149.677254,-77.708954,0.934653,1.94386,-1.009207,11.71922,0.152198,16.283865,0.72,36,0.555556,15,0.444444,12,0.28,14,0.705882,0.72,0.712871,0.165926,0.651111,0.741893,0.623377,0.458932,0.541068,0.376623,0.620203,0.623377,0.621688,0.165926,0.651111,0.648764,0.582851,0.623377,0,0.003,0,0,0,0,73012,71247,9233,87.012987,72.727273,?
pima_diabetes,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,58,19,0,75.324675,24.675325,0,0.434043,0.281596,0.44773,61.894978,93.829153,71.9683,125.576135,-53.607835,0.934653,1.630859,-0.696206,26.650312,0.346108,37.030626,0.86,43,0.444444,12,0.555556,15,0.14,7,0.781818,0.86,0.819048,0.438938,0.756667,0.803903,0.753247,0.337691,0.662309,0.246753,0.746753,0.753247,0.746532,0.438938,0.756667,0.731038,0.715646,0.753247,0,0.003,0,0,0,0,73012,71247,9233,88.311688,68.181818,?
pima_diabetes,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,691,77,54,23,0,70.12987,29.87013,0,0.302481,0.324844,0.463579,71.400986,97.150701,71.9683,115.379626,-43.411326,0.934653,1.498437,-0.563783,19.2748,0.250322,26.782347,0.84,42,0.555556,15,0.444444,12,0.16,8,0.736842,0.84,0.785047,0.309537,0.703333,0.766909,0.701299,0.416854,0.583146,0.298701,0.688859,0.701299,0.688826,0.309537,0.703333,0.689642,0.647843,0.701299,0.001,0.003,0,0.015625,0,15.625,73012,71247,9233,90.909091,74.675325,?
pima_diabetes,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,692,76,54,22,0,71.052632,28.947368,0,0.291525,0.320349,0.472823,70.767557,99.650276,70.453875,131.514113,-61.060239,0.927025,1.730449,-0.803424,19.352019,0.254632,27.467644,0.88,44,0.615385,16,0.384615,10,0.12,6,0.733333,0.88,0.8,0.307929,0.711538,0.784752,0.710526,0.445911,0.554089,0.289474,0.696272,0.710526,0.689223,0.307929,0.711538,0.688693,0.638095,0.710526,0,0.003,0,0,0,0,73113,71348,9132,88.157895,71.710526,?
pima_diabetes,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,692,76,55,21,0,72.368421,27.631579,0,0.380435,0.307203,0.432516,67.86367,91.155217,70.453875,85.085442,-14.631568,0.927025,1.119545,-0.192521,21.486418,0.282716,30.497142,0.8,40,0.423077,11,0.576923,15,0.2,10,0.784314,0.8,0.792079,0.3806,0.756154,0.81112,0.723684,0.346761,0.653239,0.276316,0.721259,0.723684,0.722343,0.3806,0.756154,0.740424,0.690157,0.723684,0.001,0.003,0,0,0,0,73113,71348,9132,94.736842,76.973684,?
Glass,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,192,22,15,7,0,68.181818,31.818182,0,0.544379,0.097035,0.23977,45.848533,73.926035,48.002519,30.48787,17.514649,2.181933,1.385812,0.79612,29.807792,1.3549,62.096308,1,7,0.333333,5,0.666667,10,0,0,0.583333,1,0.736842,0.62361,0.942857,0.886447,0.681818,0.158009,0.841991,0.318182,?,0.681818,?,?,0.886418,0.727673,?,0.681818,0,0,0,0,0,0,24404,22563,4033,90.909091,24.025974,?
Glass,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,192,22,15,7,0,68.181818,31.818182,0,0.547059,0.101312,0.25689,47.898945,79.261752,47.702958,37.667782,10.035176,2.168316,1.712172,0.456144,29.486806,1.340309,61.813369,0.428571,3,0.133333,2,0.866667,13,0.571429,4,0.6,0.428571,0.5,0.328139,0.761905,0.606782,0.681818,0.172294,0.827706,0.318182,?,0.681818,?,?,0.84145,0.708022,?,0.681818,0,0,0,0,0,0,24404,22563,4033,86.363636,22.077922,?
Glass,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,192,22,18,4,0,81.818182,18.181818,0,0.748571,0.07565,0.204301,35.590529,62.68638,49.182986,19.322927,29.860059,2.23559,0.878315,1.357275,35.390018,1.608637,71.955814,1,7,0.266667,4,0.733333,11,0,0,0.636364,1,0.777778,0.68313,0.938095,0.795238,0.818182,0.084848,0.915152,0.181818,?,0.818182,?,?,0.940693,0.833609,?,0.818182,0,0,0,0,0,0,24404,22563,4033,95.454545,22.077922,?
Glass,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,192,22,16,6,0,72.727273,27.272727,0,0.635359,0.097035,0.259518,45.138674,78.62933,50.496248,37.084069,13.412179,2.295284,1.68564,0.609644,32.553278,1.479694,64.466727,0.571429,4,0.066667,1,0.933333,14,0.428571,3,0.8,0.571429,0.666667,0.561011,0.852381,0.671645,0.727273,0.113238,0.886762,0.272727,0.775,0.727273,0.72027,0.640114,0.857775,0.676745,0.760504,0.727273,0,0,0,0,0,0,24404,22563,4033,86.363636,20.779221,?
Glass,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20191230.1734,193,21,15,6,0,71.428571,28.571429,0,0.601266,0.074621,0.20898,35.079256,64.064817,46.480972,19.142851,27.33812,2.21338,0.911564,1.301815,32.81002,1.562382,70.588069,0.857143,6,0.142857,2,0.857143,12,0.142857,1,0.75,0.857143,0.8,0.693375,0.964286,0.907236,0.714286,0.105556,0.894444,0.285714,?,0.714286,?,?,0.944182,0.843984,?,0.714286,0.001,0,0,0,0,0,24513,22672,3924,95.238095,21.088435,?
